Onset_Beats,Duration_Beats,Midi_Channel,Midi_Pitch,Velocity,Onset_Sec,Duration_Sec,Composer,Piece
1,1,2,59,127,0,0.521739,abel,sonata_e_minor_1_(nc)werths
2,2,2,67,127,0.521739,1.043478,abel,sonata_e_minor_1_(nc)werths
4,0.5,2,66,127,1.565217,0.2608695,abel,sonata_e_minor_1_(nc)werths
4.5,0.483333333333333,2,64,127,1.8260865,0.25217385,abel,sonata_e_minor_1_(nc)werths
5,0.333333333333333,2,63,127,2.086956,0.173913,abel,sonata_e_minor_1_(nc)werths
5.33333333333333,0.333333333333334,2,64,127,2.260869,0.173913,abel,sonata_e_minor_1_(nc)werths
5.66666666666667,0.316666666666666,2,66,127,2.434782,0.16521735,abel,sonata_e_minor_1_(nc)werths
6,2,2,60,127,2.608695,1.043478,abel,sonata_e_minor_1_(nc)werths
8,0.5,2,59,127,3.652173,0.2608695,abel,sonata_e_minor_1_(nc)werths
8.5,0.483333333333333,2,57,127,3.9130425,0.25217385,abel,sonata_e_minor_1_(nc)werths
9,0.5,2,57,127,4.173912,0.2608695,abel,sonata_e_minor_1_(nc)werths
9.5,0.483333333333333,2,55,127,4.4347815,0.25217385,abel,sonata_e_minor_1_(nc)werths
10,0.5,2,54,127,4.695651,0.2608695,abel,sonata_e_minor_1_(nc)werths
10.5,0.483333333333333,2,52,127,4.9565205,0.25217385,abel,sonata_e_minor_1_(nc)werths
11,0.5,2,55,127,5.21739,0.2608695,abel,sonata_e_minor_1_(nc)werths
11.5,0.483333333333333,2,54,127,5.4782595,0.25217385,abel,sonata_e_minor_1_(nc)werths
12,0.5,2,52,127,5.739129,0.2608695,abel,sonata_e_minor_1_(nc)werths
12.5,0.483333333333333,2,51,127,5.9999985,0.25217385,abel,sonata_e_minor_1_(nc)werths
13,1,2,51,127,6.260868,0.521739,abel,sonata_e_minor_1_(nc)werths
14,1,2,52,127,6.782607,0.521739,abel,sonata_e_minor_1_(nc)werths
16,0.483333333333334,2,67,127,7.826085,0.25217385,abel,sonata_e_minor_1_(nc)werths
16.5,0.483333333333334,2,64,127,8.0869545,0.25217385,abel,sonata_e_minor_1_(nc)werths
17,2,2,64,127,8.347824,1.043478,abel,sonata_e_minor_1_(nc)werths
19,1,2,63,127,9.391302,0.521739,abel,sonata_e_minor_1_(nc)werths
20,0.5,2,66,127,9.913041,0.2608695,abel,sonata_e_minor_1_(nc)werths
20.5,0.483333333333334,2,57,127,10.1739105,0.25217385,abel,sonata_e_minor_1_(nc)werths
21,0.125,2,59,127,10.43478,0.0652173749999996,abel,sonata_e_minor_1_(nc)werths
21.125,0.125,2,57,127,10.499997375,0.0652173749999996,abel,sonata_e_minor_1_(nc)werths
21.25,0.125,2,59,127,10.56521475,0.0652173749999996,abel,sonata_e_minor_1_(nc)werths
21.375,0.125,2,57,127,10.630432125,0.0652173749999996,abel,sonata_e_minor_1_(nc)werths
21.5,0.125,2,59,127,10.6956495,0.0652173749999996,abel,sonata_e_minor_1_(nc)werths
21.625,0.125,2,57,127,10.760866875,0.0652173749999996,abel,sonata_e_minor_1_(nc)werths
21.75,0.125,2,59,127,10.82608425,0.0652173749999996,abel,sonata_e_minor_1_(nc)werths
21.875,0.125,2,57,127,10.891301625,0.0652173749999996,abel,sonata_e_minor_1_(nc)werths
22,0.125,2,59,127,10.956519,0.0652173749999996,abel,sonata_e_minor_1_(nc)werths
22.125,0.125,2,57,127,11.021736375,0.0652173749999996,abel,sonata_e_minor_1_(nc)werths
22.25,0.125,2,59,127,11.08695375,0.0652173749999996,abel,sonata_e_minor_1_(nc)werths
22.375,0.125,2,57,127,11.152171125,0.0652173749999996,abel,sonata_e_minor_1_(nc)werths
22.5,0.125,2,59,127,11.2173885,0.0652173749999996,abel,sonata_e_minor_1_(nc)werths
22.625,0.125,2,57,127,11.282605875,0.0652173749999996,abel,sonata_e_minor_1_(nc)werths
22.75,0.125,2,59,127,11.34782325,0.0652173749999996,abel,sonata_e_minor_1_(nc)werths
22.875,0.125,2,57,127,11.413040625,0.0652173749999996,abel,sonata_e_minor_1_(nc)werths
23,1,2,55,127,11.478258,0.521739,abel,sonata_e_minor_1_(nc)werths
24,0.5,2,57,127,11.999997,0.2608695,abel,sonata_e_minor_1_(nc)werths
24.5,0.483333333333334,2,59,127,12.2608665,0.25217385,abel,sonata_e_minor_1_(nc)werths
25,0.5,2,62,127,12.521736,0.2608695,abel,sonata_e_minor_1_(nc)werths
25.5,0.483333333333334,2,60,127,12.7826055,0.25217385,abel,sonata_e_minor_1_(nc)werths
26,0.5,2,59,127,13.043475,0.2608695,abel,sonata_e_minor_1_(nc)werths
26.5,0.483333333333334,2,57,127,13.3043445,0.25217385,abel,sonata_e_minor_1_(nc)werths
27,0.5,2,57,127,13.565214,0.2608695,abel,sonata_e_minor_1_(nc)werths
27.5,0.483333333333334,2,55,127,13.8260835,0.25217385,abel,sonata_e_minor_1_(nc)werths
28,0.5,2,54,127,14.086953,0.2608695,abel,sonata_e_minor_1_(nc)werths
28.5,0.483333333333334,2,52,127,14.3478225,0.25217385,abel,sonata_e_minor_1_(nc)werths
29,1,2,52,127,14.608692,0.521739,abel,sonata_e_minor_1_(nc)werths
30,1,2,51,127,15.130431,0.521739,abel,sonata_e_minor_1_(nc)werths
32,0.5,2,71,127,16.173909,0.260869499999998,abel,sonata_e_minor_1_(nc)werths
32.5,0.483333333333334,2,68,127,16.4347785,0.252173849999998,abel,sonata_e_minor_1_(nc)werths
33,1,2,64,127,16.695648,0.521739,abel,sonata_e_minor_1_(nc)werths
34,2,2,64,127,17.217387,1.043478,abel,sonata_e_minor_1_(nc)werths
36,1,2,62,127,18.260865,0.521739,abel,sonata_e_minor_1_(nc)werths
37,0.5,2,62,127,18.782604,0.260869499999998,abel,sonata_e_minor_1_(nc)werths
37.5,0.483333333333334,2,64,127,19.0434735,0.252173849999998,abel,sonata_e_minor_1_(nc)werths
38,0.5,2,59,127,19.304343,0.260869499999998,abel,sonata_e_minor_1_(nc)werths
38.5,0.483333333333334,2,60,127,19.5652125,0.252173849999998,abel,sonata_e_minor_1_(nc)werths
39,2,2,60,127,19.826082,1.043478,abel,sonata_e_minor_1_(nc)werths
41,1,2,57,127,20.86956,0.521739,abel,sonata_e_minor_1_(nc)werths
42,1.5,2,69,127,21.391299,0.782608499999998,abel,sonata_e_minor_1_(nc)werths
43.5,0.483333333333334,2,66,127,22.1739075,0.252173849999998,abel,sonata_e_minor_1_(nc)werths
44,0.5,2,62,127,22.434777,0.260869499999998,abel,sonata_e_minor_1_(nc)werths
44.5,0.483333333333334,2,60,127,22.6956465,0.252173849999998,abel,sonata_e_minor_1_(nc)werths
45,1,2,60,127,22.956516,0.521739,abel,sonata_e_minor_1_(nc)werths
46,1,2,59,127,23.478255,0.521739,abel,sonata_e_minor_1_(nc)werths
47,0.5,2,64,127,23.999994,0.260869499999998,abel,sonata_e_minor_1_(nc)werths
47.5,0.483333333333334,2,62,127,24.2608635,0.252173849999998,abel,sonata_e_minor_1_(nc)werths
48,0.5,2,60,127,24.521733,0.260869499999998,abel,sonata_e_minor_1_(nc)werths
48.5,0.483333333333334,2,59,127,24.7826025,0.252173849999998,abel,sonata_e_minor_1_(nc)werths
49,0.5,2,66,127,25.043472,0.260869499999998,abel,sonata_e_minor_1_(nc)werths
49.5,0.483333333333334,2,64,127,25.3043415,0.252173849999998,abel,sonata_e_minor_1_(nc)werths
50,0.5,2,62,127,25.565211,0.260869499999998,abel,sonata_e_minor_1_(nc)werths
50.5,0.483333333333334,2,60,127,25.8260805,0.252173849999998,abel,sonata_e_minor_1_(nc)werths
51,0.5,2,59,127,26.08695,0.260869499999998,abel,sonata_e_minor_1_(nc)werths
51.5,0.483333333333334,2,57,127,26.3478195,0.252173849999998,abel,sonata_e_minor_1_(nc)werths
52,0.5,2,60,127,26.608689,0.260869499999998,abel,sonata_e_minor_1_(nc)werths
52.5,0.483333333333334,2,57,127,26.8695585,0.252173849999998,abel,sonata_e_minor_1_(nc)werths
53,1,2,55,127,27.130428,0.521739,abel,sonata_e_minor_1_(nc)werths
54,1,2,54,127,27.652167,0.521739,abel,sonata_e_minor_1_(nc)werths
55,0.208333333333336,2,50,127,28.173906,0.108695624999999,abel,sonata_e_minor_1_(nc)werths
55.5,0.208333333333336,2,54,127,28.4347755,0.108695624999999,abel,sonata_e_minor_1_(nc)werths
56,0.208333333333336,2,57,127,28.695645,0.108695624999999,abel,sonata_e_minor_1_(nc)werths
56.5,0.208333333333336,2,60,127,28.9565145,0.108695624999999,abel,sonata_e_minor_1_(nc)werths
57,0.208333333333336,2,59,127,29.217384,0.108695624999999,abel,sonata_e_minor_1_(nc)werths
57.5,0.208333333333336,2,62,127,29.4782535,0.108695624999999,abel,sonata_e_minor_1_(nc)werths
58,0.208333333333336,2,67,127,29.7391229999999,0.108695624999999,abel,sonata_e_minor_1_(nc)werths
58.5,0.208333333333336,2,59,127,29.9999924999999,0.108695624999999,abel,sonata_e_minor_1_(nc)werths
59,0.208333333333336,2,57,127,30.2608619999999,0.108695624999999,abel,sonata_e_minor_1_(nc)werths
59.5,0.208333333333336,2,62,127,30.5217314999999,0.108695624999999,abel,sonata_e_minor_1_(nc)werths
60,0.208333333333336,2,55,127,30.7826009999999,0.108695624999999,abel,sonata_e_minor_1_(nc)werths
60.5,0.208333333333336,2,62,127,31.0434704999999,0.108695624999999,abel,sonata_e_minor_1_(nc)werths
61,0.208333333333336,2,54,127,31.3043399999999,0.108695624999999,abel,sonata_e_minor_1_(nc)werths
61.5,0.208333333333336,2,62,127,31.5652094999999,0.108695624999999,abel,sonata_e_minor_1_(nc)werths
62,0.208333333333336,2,52,127,31.8260789999999,0.108695624999999,abel,sonata_e_minor_1_(nc)werths
62.5,0.208333333333336,2,62,127,32.0869484999999,0.108695625000003,abel,sonata_e_minor_1_(nc)werths
63,0.208333333333336,2,50,127,32.3478179999999,0.108695625000003,abel,sonata_e_minor_1_(nc)werths
63.5,0.208333333333336,2,54,127,32.6086874999999,0.108695625000003,abel,sonata_e_minor_1_(nc)werths
64,0.208333333333329,2,57,127,32.869557,0.108695625000003,abel,sonata_e_minor_1_(nc)werths
64.5,0.208333333333329,2,60,127,33.1304265,0.108695625000003,abel,sonata_e_minor_1_(nc)werths
65,0.208333333333329,2,59,127,33.391296,0.108695625000003,abel,sonata_e_minor_1_(nc)werths
65.5,0.208333333333329,2,62,127,33.6521655,0.108695625000003,abel,sonata_e_minor_1_(nc)werths
66,0.208333333333329,2,67,127,33.913035,0.108695625000003,abel,sonata_e_minor_1_(nc)werths
66.5,0.208333333333329,2,59,127,34.1739045,0.108695625000003,abel,sonata_e_minor_1_(nc)werths
67,0.208333333333329,2,57,127,34.434774,0.108695625000003,abel,sonata_e_minor_1_(nc)werths
67.5,0.208333333333329,2,62,127,34.6956435,0.108695625000003,abel,sonata_e_minor_1_(nc)werths
68,0.208333333333329,2,55,127,34.956513,0.108695625000003,abel,sonata_e_minor_1_(nc)werths
68.5,0.208333333333329,2,62,127,35.2173825,0.108695625000003,abel,sonata_e_minor_1_(nc)werths
69,0.208333333333329,2,54,127,35.478252,0.108695625000003,abel,sonata_e_minor_1_(nc)werths
69.5,0.208333333333329,2,62,127,35.7391215,0.108695625000003,abel,sonata_e_minor_1_(nc)werths
70,0.208333333333329,2,52,127,35.999991,0.108695625000003,abel,sonata_e_minor_1_(nc)werths
70.5,0.208333333333329,2,62,127,36.2608605,0.108695625000003,abel,sonata_e_minor_1_(nc)werths
71,0.208333333333329,2,50,127,36.52173,0.108695625000003,abel,sonata_e_minor_1_(nc)werths
71.5,0.483333333333334,2,64,127,36.7825995,0.252173849999998,abel,sonata_e_minor_1_(nc)werths
72,0.483333333333334,2,62,127,37.043469,0.252173849999998,abel,sonata_e_minor_1_(nc)werths
72.5,0.483333333333334,2,60,127,37.3043385,0.252173849999998,abel,sonata_e_minor_1_(nc)werths
73,0.5,2,60,127,37.565208,0.260869499999998,abel,sonata_e_minor_1_(nc)werths
73.5,1,2,59,127,37.8260775,0.521738999999997,abel,sonata_e_minor_1_(nc)werths
74.5,0.483333333333334,2,67,127,38.3478165,0.252173849999998,abel,sonata_e_minor_1_(nc)werths
75,0.5,2,67,127,38.608686,0.260869499999998,abel,sonata_e_minor_1_(nc)werths
75.5,1,2,66,127,38.8695555,0.521738999999997,abel,sonata_e_minor_1_(nc)werths
76.5,0.483333333333334,2,64,127,39.3912945,0.252173849999998,abel,sonata_e_minor_1_(nc)werths
77,1.91666666666667,2,64,127,39.652164,0.999999750000001,abel,sonata_e_minor_1_(nc)werths
79,0.333333333333329,2,62,127,40.695642,0.173912999999999,abel,sonata_e_minor_1_(nc)werths
79.3333333333333,0.333333333333343,2,60,127,40.869555,0.173912999999999,abel,sonata_e_minor_1_(nc)werths
79.6666666666667,0.316666666666663,2,59,127,41.043468,0.165217349999999,abel,sonata_e_minor_1_(nc)werths
80,0.333333333333329,2,60,127,41.217381,0.173912999999999,abel,sonata_e_minor_1_(nc)werths
80.3333333333333,0.333333333333343,2,59,127,41.391294,0.173912999999999,abel,sonata_e_minor_1_(nc)werths
80.6666666666667,0.316666666666663,2,57,127,41.565207,0.165217349999999,abel,sonata_e_minor_1_(nc)werths
81,1.5,2,55,127,41.73912,0.782608500000002,abel,sonata_e_minor_1_(nc)werths
82.5,0.483333333333334,2,57,127,42.5217285,0.252173849999998,abel,sonata_e_minor_1_(nc)werths
83,0.125,2,59,127,42.782598,0.0652173750000031,abel,sonata_e_minor_1_(nc)werths
83.125,0.125,2,57,127,42.847815375,0.0652173750000031,abel,sonata_e_minor_1_(nc)werths
83.25,0.125,2,59,127,42.91303275,0.0652173750000031,abel,sonata_e_minor_1_(nc)werths
83.375,0.125,2,57,127,42.978250125,0.0652173750000031,abel,sonata_e_minor_1_(nc)werths
83.5,0.125,2,59,127,43.0434675,0.0652173750000031,abel,sonata_e_minor_1_(nc)werths
83.625,0.125,2,57,127,43.108684875,0.0652173750000031,abel,sonata_e_minor_1_(nc)werths
83.75,0.125,2,59,127,43.17390225,0.0652173750000031,abel,sonata_e_minor_1_(nc)werths
83.875,0.125,2,57,127,43.239119625,0.0652173750000031,abel,sonata_e_minor_1_(nc)werths
84,0.125,2,59,127,43.304337,0.0652173750000031,abel,sonata_e_minor_1_(nc)werths
84.125,0.125,2,57,127,43.369554375,0.0652173750000031,abel,sonata_e_minor_1_(nc)werths
84.25,0.125,2,59,127,43.43477175,0.0652173750000031,abel,sonata_e_minor_1_(nc)werths
84.375,0.125,2,57,127,43.499989125,0.0652173750000031,abel,sonata_e_minor_1_(nc)werths
84.5,0.25,2,55,127,43.5652065,0.130434749999999,abel,sonata_e_minor_1_(nc)werths
84.75,0.25,2,57,127,43.69564125,0.130434749999999,abel,sonata_e_minor_1_(nc)werths
85,3.98333333333333,2,55,127,43.826076,2.07826035,abel,sonata_e_minor_1_(nc)werths
89,1,2,59,127,45.913032,0.521738999999997,abel,sonata_e_minor_1_(nc)werths
90,2,2,67,127,46.434771,1.043478,abel,sonata_e_minor_1_(nc)werths
92,0.5,2,66,127,47.478249,0.260869499999998,abel,sonata_e_minor_1_(nc)werths
92.5,0.483333333333334,2,64,127,47.7391185,0.252173849999998,abel,sonata_e_minor_1_(nc)werths
93,0.333333333333329,2,63,127,47.999988,0.173912999999999,abel,sonata_e_minor_1_(nc)werths
93.3333333333333,0.333333333333343,2,64,127,48.173901,0.173912999999999,abel,sonata_e_minor_1_(nc)werths
93.6666666666667,0.316666666666663,2,66,127,48.347814,0.165217349999999,abel,sonata_e_minor_1_(nc)werths
94,2,2,60,127,48.521727,1.043478,abel,sonata_e_minor_1_(nc)werths
96,0.5,2,59,127,49.565205,0.260869499999998,abel,sonata_e_minor_1_(nc)werths
96.5,0.483333333333334,2,57,127,49.8260745,0.252173849999998,abel,sonata_e_minor_1_(nc)werths
97,0.5,2,57,127,50.086944,0.260869499999998,abel,sonata_e_minor_1_(nc)werths
97.5,0.483333333333334,2,55,127,50.3478135,0.252173849999998,abel,sonata_e_minor_1_(nc)werths
98,0.5,2,54,127,50.608683,0.260869499999998,abel,sonata_e_minor_1_(nc)werths
98.5,0.483333333333334,2,52,127,50.8695525,0.252173849999998,abel,sonata_e_minor_1_(nc)werths
99,0.5,2,55,127,51.130422,0.260869499999998,abel,sonata_e_minor_1_(nc)werths
99.5,0.483333333333334,2,54,127,51.3912915,0.252173849999998,abel,sonata_e_minor_1_(nc)werths
100,0.5,2,52,127,51.652161,0.260869499999998,abel,sonata_e_minor_1_(nc)werths
100.5,0.483333333333334,2,51,127,51.9130305,0.252173849999998,abel,sonata_e_minor_1_(nc)werths
101,1,2,51,127,52.1739,0.521738999999997,abel,sonata_e_minor_1_(nc)werths
102,1,2,52,127,52.695639,0.521738999999997,abel,sonata_e_minor_1_(nc)werths
104,0.483333333333334,2,67,127,53.739117,0.252173849999998,abel,sonata_e_minor_1_(nc)werths
104.5,0.483333333333334,2,64,127,53.9999865,0.252173849999998,abel,sonata_e_minor_1_(nc)werths
105,2,2,64,127,54.260856,1.043478,abel,sonata_e_minor_1_(nc)werths
107,1,2,63,127,55.304334,0.521738999999997,abel,sonata_e_minor_1_(nc)werths
108,0.5,2,66,127,55.826073,0.260869499999998,abel,sonata_e_minor_1_(nc)werths
108.5,0.483333333333334,2,57,127,56.0869425,0.252173849999998,abel,sonata_e_minor_1_(nc)werths
109,0.125,2,59,127,56.347812,0.0652173750000031,abel,sonata_e_minor_1_(nc)werths
109.125,0.125,2,57,127,56.413029375,0.0652173750000031,abel,sonata_e_minor_1_(nc)werths
109.25,0.125,2,59,127,56.47824675,0.0652173750000031,abel,sonata_e_minor_1_(nc)werths
109.375,0.125,2,57,127,56.543464125,0.0652173750000031,abel,sonata_e_minor_1_(nc)werths
109.5,0.125,2,59,127,56.6086815,0.0652173750000031,abel,sonata_e_minor_1_(nc)werths
109.625,0.125,2,57,127,56.673898875,0.0652173750000031,abel,sonata_e_minor_1_(nc)werths
109.75,0.125,2,59,127,56.73911625,0.0652173750000031,abel,sonata_e_minor_1_(nc)werths
109.875,0.125,2,57,127,56.804333625,0.0652173750000031,abel,sonata_e_minor_1_(nc)werths
110,0.125,2,59,127,56.869551,0.0652173750000031,abel,sonata_e_minor_1_(nc)werths
110.125,0.125,2,57,127,56.934768375,0.0652173750000031,abel,sonata_e_minor_1_(nc)werths
110.25,0.125,2,59,127,56.99998575,0.0652173750000031,abel,sonata_e_minor_1_(nc)werths
110.375,0.125,2,57,127,57.065203125,0.0652173750000031,abel,sonata_e_minor_1_(nc)werths
110.5,0.125,2,59,127,57.1304205,0.0652173750000031,abel,sonata_e_minor_1_(nc)werths
110.625,0.125,2,57,127,57.195637875,0.0652173750000031,abel,sonata_e_minor_1_(nc)werths
110.75,0.125,2,59,127,57.26085525,0.0652173750000031,abel,sonata_e_minor_1_(nc)werths
110.875,0.125,2,57,127,57.326072625,0.0652173750000031,abel,sonata_e_minor_1_(nc)werths
111,1,2,55,127,57.39129,0.521738999999997,abel,sonata_e_minor_1_(nc)werths
112,0.5,2,57,127,57.913029,0.260869499999998,abel,sonata_e_minor_1_(nc)werths
112.5,0.483333333333334,2,59,127,58.1738985,0.252173849999998,abel,sonata_e_minor_1_(nc)werths
113,0.5,2,62,127,58.434768,0.260869499999998,abel,sonata_e_minor_1_(nc)werths
113.5,0.483333333333334,2,60,127,58.6956375,0.252173849999998,abel,sonata_e_minor_1_(nc)werths
114,0.5,2,59,127,58.956507,0.260869499999998,abel,sonata_e_minor_1_(nc)werths
114.5,0.483333333333334,2,57,127,59.2173765,0.252173849999998,abel,sonata_e_minor_1_(nc)werths
115,0.5,2,57,127,59.478246,0.260869499999998,abel,sonata_e_minor_1_(nc)werths
115.5,0.483333333333334,2,55,127,59.7391155,0.252173849999998,abel,sonata_e_minor_1_(nc)werths
116,0.5,2,54,127,59.999985,0.260869499999998,abel,sonata_e_minor_1_(nc)werths
116.5,0.483333333333334,2,52,127,60.2608545,0.252173849999998,abel,sonata_e_minor_1_(nc)werths
117,1,2,52,127,60.521724,0.521738999999997,abel,sonata_e_minor_1_(nc)werths
118,1,2,51,127,61.043463,0.521738999999997,abel,sonata_e_minor_1_(nc)werths
120,0.5,2,71,127,62.086941,0.260869499999998,abel,sonata_e_minor_1_(nc)werths
120.5,0.483333333333334,2,68,127,62.3478105,0.252173849999998,abel,sonata_e_minor_1_(nc)werths
121,1,2,64,127,62.60868,0.521738999999997,abel,sonata_e_minor_1_(nc)werths
122,2,2,64,127,63.130419,1.043478,abel,sonata_e_minor_1_(nc)werths
124,1,2,62,127,64.173897,0.521738999999997,abel,sonata_e_minor_1_(nc)werths
125,0.5,2,62,127,64.695636,0.260869499999998,abel,sonata_e_minor_1_(nc)werths
125.5,0.483333333333334,2,64,127,64.9565055,0.252173850000005,abel,sonata_e_minor_1_(nc)werths
126,0.5,2,59,127,65.217375,0.260869499999998,abel,sonata_e_minor_1_(nc)werths
126.5,0.483333333333334,2,60,127,65.4782445,0.252173850000005,abel,sonata_e_minor_1_(nc)werths
127,2,2,60,127,65.739114,1.04347799999999,abel,sonata_e_minor_1_(nc)werths
129,1,2,57,127,66.782592,0.521738999999997,abel,sonata_e_minor_1_(nc)werths
130,1.5,2,69,127,67.304331,0.782608499999995,abel,sonata_e_minor_1_(nc)werths
131.5,0.48333333333332,2,66,127,68.0869395,0.252173850000005,abel,sonata_e_minor_1_(nc)werths
132,0.5,2,62,127,68.347809,0.260869499999998,abel,sonata_e_minor_1_(nc)werths
132.5,0.48333333333332,2,60,127,68.6086785,0.252173850000005,abel,sonata_e_minor_1_(nc)werths
133,1,2,60,127,68.869548,0.521738999999997,abel,sonata_e_minor_1_(nc)werths
134,1,2,59,127,69.391287,0.521738999999997,abel,sonata_e_minor_1_(nc)werths
135,0.5,2,64,127,69.913026,0.260869499999998,abel,sonata_e_minor_1_(nc)werths
135.5,0.48333333333332,2,62,127,70.1738955,0.252173850000005,abel,sonata_e_minor_1_(nc)werths
136,0.5,2,60,127,70.434765,0.260869499999998,abel,sonata_e_minor_1_(nc)werths
136.5,0.48333333333332,2,59,127,70.6956345,0.252173850000005,abel,sonata_e_minor_1_(nc)werths
137,0.5,2,66,127,70.9565040000001,0.260869499999998,abel,sonata_e_minor_1_(nc)werths
137.5,0.48333333333332,2,64,127,71.2173735000001,0.252173850000005,abel,sonata_e_minor_1_(nc)werths
138,0.5,2,62,127,71.4782430000001,0.260869499999998,abel,sonata_e_minor_1_(nc)werths
138.5,0.48333333333332,2,60,127,71.7391125000001,0.252173850000005,abel,sonata_e_minor_1_(nc)werths
139,0.5,2,59,127,71.9999820000001,0.260869499999998,abel,sonata_e_minor_1_(nc)werths
139.5,0.48333333333332,2,57,127,72.2608515000001,0.252173850000005,abel,sonata_e_minor_1_(nc)werths
140,0.5,2,60,127,72.5217210000001,0.260869499999998,abel,sonata_e_minor_1_(nc)werths
140.5,0.48333333333332,2,57,127,72.7825905000001,0.252173850000005,abel,sonata_e_minor_1_(nc)werths
141,1,2,55,127,73.0434600000001,0.521738999999997,abel,sonata_e_minor_1_(nc)werths
142,1,2,54,127,73.5651990000001,0.521738999999997,abel,sonata_e_minor_1_(nc)werths
143,0.208333333333343,2,50,127,74.0869380000001,0.108695624999996,abel,sonata_e_minor_1_(nc)werths
143.5,0.208333333333343,2,54,127,74.3478075000001,0.108695624999996,abel,sonata_e_minor_1_(nc)werths
144,0.208333333333343,2,57,127,74.6086770000001,0.108695624999996,abel,sonata_e_minor_1_(nc)werths
144.5,0.208333333333343,2,60,127,74.8695465000001,0.108695624999996,abel,sonata_e_minor_1_(nc)werths
145,0.208333333333343,2,59,127,75.1304160000001,0.108695624999996,abel,sonata_e_minor_1_(nc)werths
145.5,0.208333333333343,2,62,127,75.3912855000001,0.108695624999996,abel,sonata_e_minor_1_(nc)werths
146,0.208333333333343,2,67,127,75.6521550000001,0.108695624999996,abel,sonata_e_minor_1_(nc)werths
146.5,0.208333333333343,2,59,127,75.9130245000001,0.108695624999996,abel,sonata_e_minor_1_(nc)werths
147,0.208333333333343,2,57,127,76.1738940000001,0.108695624999996,abel,sonata_e_minor_1_(nc)werths
147.5,0.208333333333343,2,62,127,76.4347635000001,0.108695624999996,abel,sonata_e_minor_1_(nc)werths
148,0.208333333333343,2,55,127,76.6956330000001,0.108695624999996,abel,sonata_e_minor_1_(nc)werths
148.5,0.208333333333343,2,62,127,76.9565025000001,0.108695624999996,abel,sonata_e_minor_1_(nc)werths
149,0.208333333333343,2,54,127,77.2173720000001,0.108695624999996,abel,sonata_e_minor_1_(nc)werths
149.5,0.208333333333343,2,62,127,77.4782415000001,0.108695624999996,abel,sonata_e_minor_1_(nc)werths
150,0.208333333333343,2,52,127,77.7391110000001,0.108695624999996,abel,sonata_e_minor_1_(nc)werths
150.5,0.208333333333343,2,62,127,77.9999805000001,0.108695624999996,abel,sonata_e_minor_1_(nc)werths
151,0.208333333333343,2,50,127,78.2608500000001,0.108695624999996,abel,sonata_e_minor_1_(nc)werths
151.5,0.208333333333343,2,54,127,78.5217195000001,0.108695624999996,abel,sonata_e_minor_1_(nc)werths
152,0.208333333333343,2,57,127,78.7825890000001,0.108695624999996,abel,sonata_e_minor_1_(nc)werths
152.5,0.208333333333343,2,60,127,79.0434585000001,0.108695624999996,abel,sonata_e_minor_1_(nc)werths
153,0.208333333333343,2,59,127,79.3043280000001,0.108695624999996,abel,sonata_e_minor_1_(nc)werths
153.5,0.208333333333343,2,62,127,79.5651975000001,0.108695624999996,abel,sonata_e_minor_1_(nc)werths
154,0.208333333333343,2,67,127,79.8260670000001,0.108695624999996,abel,sonata_e_minor_1_(nc)werths
154.5,0.208333333333343,2,59,127,80.0869365,0.108695624999996,abel,sonata_e_minor_1_(nc)werths
155,0.208333333333343,2,57,127,80.347806,0.108695624999996,abel,sonata_e_minor_1_(nc)werths
155.5,0.208333333333343,2,62,127,80.6086755,0.108695624999996,abel,sonata_e_minor_1_(nc)werths
156,0.208333333333343,2,55,127,80.869545,0.108695624999996,abel,sonata_e_minor_1_(nc)werths
156.5,0.208333333333343,2,62,127,81.1304145,0.108695624999996,abel,sonata_e_minor_1_(nc)werths
157,0.208333333333343,2,54,127,81.391284,0.108695624999996,abel,sonata_e_minor_1_(nc)werths
157.5,0.208333333333343,2,62,127,81.6521535,0.108695624999996,abel,sonata_e_minor_1_(nc)werths
158,0.208333333333343,2,52,127,81.913023,0.108695624999996,abel,sonata_e_minor_1_(nc)werths
158.5,0.208333333333343,2,62,127,82.1738925,0.108695624999996,abel,sonata_e_minor_1_(nc)werths
159,0.208333333333343,2,50,127,82.434762,0.108695624999996,abel,sonata_e_minor_1_(nc)werths
159.5,0.48333333333332,2,64,127,82.6956315,0.252173850000005,abel,sonata_e_minor_1_(nc)werths
160,0.48333333333332,2,62,127,82.956501,0.252173850000005,abel,sonata_e_minor_1_(nc)werths
160.5,0.48333333333332,2,60,127,83.2173705000001,0.252173850000005,abel,sonata_e_minor_1_(nc)werths
161,0.5,2,60,127,83.4782400000001,0.260869499999998,abel,sonata_e_minor_1_(nc)werths
161.5,1,2,59,127,83.7391095000001,0.521738999999997,abel,sonata_e_minor_1_(nc)werths
162.5,0.48333333333332,2,67,127,84.2608485000001,0.252173850000005,abel,sonata_e_minor_1_(nc)werths
163,0.5,2,67,127,84.5217180000001,0.260869499999998,abel,sonata_e_minor_1_(nc)werths
163.5,1,2,66,127,84.7825875000001,0.521738999999997,abel,sonata_e_minor_1_(nc)werths
164.5,0.48333333333332,2,64,127,85.3043265000001,0.252173850000005,abel,sonata_e_minor_1_(nc)werths
165,2,2,64,127,85.5651960000001,1.04347799999999,abel,sonata_e_minor_1_(nc)werths
